lwage,yob,draftelig,veteran
5.4414001,50,0,0
6.0988002,50,1,1
4.6877999,50,0,0
5.4190001,50,0,1
4.8070002,50,0,0
2.0887001,50,0,0
5.4349999,50,0,0
5.3976002,50,1,0
4.6760998,50,1,1
5.5215001,50,1,0
5.5351,50,0,0
5.4004998,50,1,0
5.1402998,50,0,0
5.8227,50,0,0
6.4979,50,0,0
5.1718998,50,1,1
5.9656,50,0,0
2.9495001,50,0,0
5.8578,50,0,0
6.1327,50,0,0
5.5637002,50,1,1
5.6810002,50,1,0
6.2740998,50,1,0
5.3188,50,0,1
6.2076998,50,0,1
6.0591998,50,1,0
6.0306001,50,0,0
5.2400999,50,0,0
5.9164,50,0,1
4.6524,50,1,1
5.8698001,50,0,0
5.5032001,50,0,1
4.9057002,50,0,0
5.9563999,50,0,0
6.0086002,50,1,1
6.1506,50,1,1
5.7870002,50,0,1
4.3709998,50,0,1
5.7094002,50,1,1
4.9066,50,0,0
6.3288002,50,0,1
6.0581999,51,0,0
4.4236999,51,0,1
4.3992,51,0,1
5.7863998,51,1,0
5.3527002,51,0,0
6.1987,51,0,0
4.7683001,51,0,0
5.652,51,1,0
5.4232001,51,1,1
5.2725,51,0,0
2.9565001,51,0,1
5.5285001,51,0,0
5.6016002,51,0,0
5.4303999,51,0,0
5.7526002,51,0,0
5.3432999,51,1,0
5.6259999,51,0,0
4.9175,51,0,0
3.8855,51,1,0
6.0479002,51,1,0
5.4797001,51,0,1
5.7038002,51,0,0
4.8670001,51,1,0
4.8670001,51,0,0
5.7909002,51,1,0
5.7424998,51,1,1
5.7926998,51,0,0
5.1985998,51,0,0
5.6855001,51,0,0
5.6855998,51,1,0
4.1574998,51,0,1
5.4052,51,0,0
5.0250001,51,0,1
4.7037001,51,0,1
5.0738001,51,1,1
6.0342002,51,1,0
6.8818998,51,0,0
5.8965998,51,0,0
5.6238999,51,1,0
5.6090002,51,1,0
4.8372002,51,0,0
3.1837001,51,1,1
5.2195001,51,1,0
5.9200001,51,0,1
4.7806001,51,1,0
6.0899,51,1,0
5.6444001,51,0,0
5.4370999,51,0,0
5.6237001,51,0,0
5.7094002,51,0,0
6.0370002,51,0,0
6.5156999,51,0,0
5.5956001,51,0,0
5.6578999,51,0,1
5.8320999,51,0,0
5.4949999,51,0,0
5.8920999,51,0,0
5.4232001,51,0,0
5.4303999,51,0,1
5.4303999,51,0,0
5.2631001,51,1,0
5.204,51,0,0
6.0613999,51,0,1
5.1891999,51,0,0
5.8793998,51,0,0
5.6645999,51,0,0
5.0177002,51,0,0
4.8354001,51,0,0
5.8055,51,0,1
5.8431001,51,0,0
5.7094002,51,1,0
6.1880999,51,0,0
5.9562998,51,0,1
4.0072999,51,0,0
5.2725,51,1,0
4.5983,51,0,0
6.8095002,51,0,0
6.0545998,51,1,1
5.8200002,51,0,0
5.7930002,51,0,0
5.9998999,51,0,0
6.0212998,51,0,0
5.9004002,51,0,1
5.7291002,51,0,1
5.2873001,51,0,0
5.5032001,51,0,0
5.9570999,51,0,0
5.9349999,51,0,1
4.1392002,51,1,0
4.8670001,51,1,0
5.5145998,51,0,0
6.6471,51,0,0
6.5848999,51,0,0
5.9562998,51,0,0
5.8126998,51,0,1
5.4548001,51,0,0
5.9984002,51,1,1
5.5419998,51,0,1
5.8526001,51,0,0
5.4714999,51,0,0
5.6336999,51,1,0
5.8603001,51,1,0
6.0454998,51,0,1
5.2632999,51,0,0
6.1121998,51,0,0
6.0458999,51,0,0
5.0713,51,0,0
5.4579,51,0,0
5.9656,51,0,0
5.3608999,51,1,0
5.0250001,51,0,0
5.4232001,51,0,0
5.0177002,51,0,1
4.8323002,51,0,0
4.9306998,51,0,0
4.5107999,51,0,0
5.5946002,51,0,1
5.1531,51,0,0
5.2865,51,0,0
6.25,51,1,0
5.5936999,51,0,0
5.9656,51,0,1
6.0545998,51,0,0
5.3175998,51,0,0
6.0172,51,0,0
5.0493002,51,0,0
3.9029,51,1,0
5.0636001,51,0,1
5.8642998,51,0,0
5.3369999,51,0,0
5.5348001,51,0,0
6.2076998,51,0,1
5.9563999,51,0,0
5.7181001,51,1,0
5.6961999,51,0,0
5.5145998,51,0,1
6.4809999,51,0,0
6.2940001,51,1,0
5.9268999,51,0,1
3.6968999,51,0,1
6.0387001,51,1,0
5.0805998,51,0,0
5.7181001,51,1,1
6.0444999,51,0,1
4.7483001,51,0,0
5.6445999,51,0,1
5.5556002,51,0,1
5.4082999,51,0,0
5.3614001,51,0,0
5.4548001,51,0,0
5.5946002,51,0,0
5.5285001,51,0,0
5.6827998,51,0,0
4.9754,51,1,1
5.9001002,51,0,1
5.3323002,51,0,1
5.9183002,51,0,0
5.3223,51,0,1
3.6779001,51,0,0
6.0009999,51,0,0
5.8133998,51,0,1
6.3576999,51,0,0
5.3958998,51,0,0
5.1041002,51,0,0
5.7859998,51,0,1
5.5946002,51,0,0
6.0545998,51,1,0
5.1985998,51,1,1
5.0837998,51,1,1
5.5602002,51,0,1
6.2385001,51,0,0
5.5868001,51,1,0
4.4482999,51,0,1
4.2282,51,0,0
5.7596998,51,0,0
2.8959999,51,0,0
6.3523002,51,1,0
5.1293998,51,1,0
5.6199002,51,0,0
4.5700002,51,0,1
5.6683002,51,0,0
6.0458999,51,0,0
4.5103002,51,1,0
5.6259999,51,0,0
4.7192001,51,1,0
5.6455002,51,0,0
4.8017998,51,0,1
5.2725,51,1,1
6.0591998,51,0,0
5.3544002,51,1,0
5.7108998,51,0,1
4.9689002,51,0,1
5.3614001,51,0,0
5.7898002,51,1,0
5.1968002,51,1,0
5.5809002,51,0,1
6.1202002,51,0,1
5.3323002,51,1,0
5.8916998,51,0,0
4.7522998,51,1,0
5.8238001,51,0,1
5.5734,51,0,0
5.1090999,51,0,0
5.4232001,51,0,0
5.6686001,51,0,0
5.0177002,51,1,0
4.8670001,51,0,0
5.0688,51,0,0
5.5960002,51,1,0
4.5366998,51,0,0
5.3337002,51,0,0
6.2020001,51,1,1
.1305,51,1,0
3.0689001,51,0,0
4.9754,51,0,0
5.4414001,51,0,0
5.3964,51,0,0
5.4949999,51,1,1
4.8434,51,0,0
5.2312999,51,0,0
4.4310999,51,0,0
5.5546999,51,0,0
5.5146999,51,0,0
5.4082999,51,0,0
5.7832999,51,0,1
5.7354999,51,0,1
5.8667998,51,0,0
5.3519001,51,0,0
5.1845999,51,0,0
5.5215001,51,0,0
5.1293998,51,0,0
3.9161999,51,0,1
5.2667999,51,0,0
5.6645999,51,0,0
5.9656,51,1,0
5.5040998,51,0,0
4.9509001,51,0,0
5.4617,51,1,0
5.7329998,51,1,0
5.2465,51,1,0
4.8709998,51,0,0
6.4039998,51,0,1
5.2073002,51,1,0
5.6668,51,0,0
5.2632999,51,0,0
4.9415998,51,0,0
5.9656,51,0,0
5.4696999,51,0,0
4.7992001,51,0,1
5.6090002,51,0,0
5.0116,51,0,1
5.4772,51,0,0
6.2350998,51,0,0
5.5914998,51,0,1
6.1794,51,0,0
5.5409002,51,1,1
5.3463001,51,0,0
4.8871002,51,0,0
5.5500998,51,0,0
5.5749998,51,1,0
5.5237002,51,1,0
5.4127998,51,0,0
4.4612999,51,0,0
5.6002998,51,0,1
4.9487,51,0,0
5.4070001,51,0,0
4.3993001,51,1,0
5.5285001,51,0,0
5.1736002,51,0,0
4.6444001,51,0,0
6.0646,51,0,1
5.7038999,51,0,1
6.3720002,51,1,0
4.8670001,51,0,0
5.7897,51,0,0
5.6199002,51,1,0
5.2817001,51,1,0
5.2024002,51,0,0
5.7080002,51,0,0
5.7291002,51,0,0
5.7909002,51,0,1
5.8901,51,0,0
4.8046999,51,0,0
5.3544002,51,0,0
6.0648999,51,0,1
5.5061998,51,1,0
4.3562002,51,0,0
5.7897,51,1,0
4.9267998,51,0,0
4.8214002,51,0,0
5.7516999,51,0,0
5.6668,51,0,0
5.6170001,51,0,0
6.4447999,51,1,0
5.4984002,51,1,0
5.8916998,51,0,0
6.1964002,51,0,0
5.7909002,51,0,0
5.5773001,51,0,0
5.5215001,51,0,0
5.6259999,51,0,0
5.9984002,51,0,0
5.3976002,51,0,0
5.7094002,51,0,0
5.632,51,0,0
5.0545001,51,0,0
5.2409,51,1,1
6.1280999,51,1,1
5.4573998,51,0,0
5.2409,51,0,0
5.8469,51,1,0
5.3650999,51,0,0
5.9656,51,1,0
6.1731,51,0,0
3.9161,51,0,0
5.2073002,51,1,0
5.8783002,51,0,1
5.5303998,51,1,0
5.6763,51,0,0
4.8157001,51,0,0
5.0489998,51,0,1
5.1419001,51,0,0
6.2617998,51,0,0
6.0254002,51,1,1
5.901,51,1,0
5.4949999,51,1,1
6.092,51,0,1
5.2034998,51,0,0
6.1564002,51,0,0
5.6686001,51,0,1
5.6199002,51,1,0
5.395,51,1,1
5.2385998,51,0,1
5.6603999,51,0,0
5.5956001,51,0,0
3.8454001,51,0,1
4.8410001,51,0,0
5.8431001,51,0,0
2.4992001,51,1,1
5.7094002,51,0,1
5.1891999,51,1,0
4.8119001,51,0,0
5.4183002,51,0,0
5.9412999,51,0,0
6.3192,51,0,0
5.9200001,51,0,0
5.8966999,51,0,0
5.2725,51,1,0
6.1794,51,1,0
5.9678001,51,0,0
6.4647999,51,0,0
5.2389002,51,1,0
5.7912998,51,0,1
5.1963,51,0,1
5.4414001,51,0,0
6.0938001,51,1,0
3.1781001,51,0,0
5.8723001,51,1,1
5.3245001,51,0,1
5.4832001,51,1,1
5.3179002,51,0,0
5.2725,51,0,0
4.3906999,51,1,0
4.5447001,51,1,0
5.5407,51,0,0
5.5351,51,0,0
5.7516999,51,1,0
6.0678,51,0,0
6.0458999,51,0,0
5.6009002,51,0,0
4.9061999,51,1,0
6.6343999,51,0,1
5.7909002,51,1,1
5.3323002,51,1,1
5.4548001,51,0,0
5.5956001,51,0,1
4.0760999,51,0,0
5.3390999,51,0,0
5.7691998,51,0,0
4.2753,51,0,0
6.2115998,51,0,0
4.9885001,51,0,1
5.7329998,51,0,0
6.0882001,51,0,0
5.4814,51,0,1
4.4488001,51,0,0
5.4558001,51,0,0
5.6304998,51,0,0
5.3323002,51,0,0
5.4126,51,0,0
5.8603001,51,1,0
5.7909002,51,0,1
4.7283001,51,0,0
5.7491999,51,0,0
6.2076998,51,0,0
5.0250001,51,0,0
6.1015,51,1,0
5.8603001,51,0,0
4.9587998,51,0,0
5.5285001,51,0,1
4.8323002,51,0,0
4.2336001,51,1,0
5.7080002,51,1,0
5.7424998,51,0,0
6.1236,51,0,0
5.5105,51,0,0
6.4826002,51,0,1
5.0395999,51,0,0
5.4752998,51,0,0
5.7061,51,0,0
4.5946999,51,1,0
5.217,51,0,0
5.6922998,51,1,1
6.0741,51,1,0
6.2487001,51,0,0
5.8603001,51,0,1
5.4863,51,0,0
6.0302,51,1,0
5.8285999,51,0,0
5.6554999,51,0,0
6.2473998,51,0,0
5.4036999,51,0,0
5.1718998,51,0,0
6.2557998,51,0,0
5.1914001,51,1,1
5.9696002,51,0,0
5.9847999,51,0,0
5.4344001,51,0,0
5.7181001,51,0,0
5.3227,51,0,0
5.2725,51,1,0
5.8070002,51,0,0
5.7832999,51,1,0
6.0412002,51,1,0
2.1134,51,0,0
6.3559999,51,1,1
5.4863,51,0,0
4.7104998,51,1,0
6.4025998,51,0,1
4.8505998,51,1,0
6.0148001,51,0,0
5.0493002,51,0,0
5.4949999,51,1,0
3.8137,51,0,0
4.9577999,51,0,1
5.5235,51,0,0
5.4860001,51,1,0
5.3369999,51,0,1
5.9580002,51,0,0
4.5700002,51,0,0
5.5492001,51,0,0
6.3395,51,0,0
5.8916998,51,0,0
1.8397,51,1,0
5.6721001,51,0,0
5.7897,51,0,0
5.1891999,51,0,0
5.8225002,51,0,1
5.2725,51,0,0
6.3827,51,0,0
4.5700998,51,0,0
5.4349999,51,0,0
5.5773001,51,0,0
5.1345,51,1,1
4.9450998,51,0,0
5.1985998,51,0,1
5.4123001,51,1,0
5.9914999,51,0,0
5.7951002,51,0,0
5.4232001,51,0,0
5.1891999,51,0,1
4.98,51,0,0
6.4144001,51,1,0
5.6668,51,1,0
5.2725,51,0,0
5.2034998,51,0,0
6.1346002,51,0,0
5.901,51,0,1
5.5602002,51,0,0
5.7658,51,1,0
6.4025998,51,0,0
5.2873001,51,0,0
5.3081002,51,0,0
5.2591,51,0,0
5.3323002,51,1,0
5.7832999,51,0,0
4.9639001,51,1,0
5.1296,51,0,1
4.8569999,51,0,0
5.6645999,51,1,0
2.5328,51,1,0
5.7153001,51,0,0
5.6199002,51,0,1
5.6668,51,1,1
6.0458999,51,0,1
5.3084002,51,0,0
5.7477002,51,0,1
5.7823,51,0,0
4.2823,51,0,0
5.8435001,51,0,1
5.5584998,51,0,0
5.5303001,51,0,1
5.7863998,51,0,0
3.8601999,51,0,0
5.6703,51,0,1
5.1985998,51,0,0
4.9267998,51,1,0
5.2873001,51,0,0
5.6149998,51,0,0
5.8046999,51,0,0
6.6686001,51,0,0
5.6668,51,1,1
4.8257999,51,1,0
6.8502998,51,1,0
6.8126001,51,0,1
5.3544002,51,0,0
5.9001002,51,0,0
5.0493002,51,0,0
5.1355,51,0,0
5.7396998,51,0,0
5.4303999,51,1,0
5.3737998,51,0,0
5.3968,51,1,0
5.4349999,51,0,1
5.4414001,51,0,0
5.8099999,51,0,1
5.8225002,51,0,0
5.4309001,51,1,0
5.1496,51,0,0
6.1938,51,0,0
5.5215001,51,0,1
4.8745999,51,1,0
5.8147001,51,0,0
5.987,51,0,0
6.0009999,51,0,0
6.0545998,51,0,0
6.0232,51,0,0
5.5602002,51,0,1
5.4303999,51,0,0
5.1929998,51,0,0
5.5602002,51,1,1
4.8354001,51,0,0
5.5556002,51,0,0
6.0419002,51,1,0
5.8916998,51,0,1
4.9754,51,1,0
5.7392001,51,1,0
5.6276999,51,1,0
3.2576001,51,0,1
3.1236,51,0,0
5.5422001,51,0,0
4.5496001,51,0,0
6.6272001,51,0,1
5.8930998,51,0,0
5.934,51,0,0
5.2632999,51,0,1
6.2862,51,1,1
3.6314001,51,1,0
3.9847,51,0,0
5.5998998,51,0,0
5.4632001,51,1,0
4.7617002,51,1,0
5.6532001,51,0,1
5.7153001,51,1,0
5.0177002,51,0,0
4.7765002,51,0,1
5.6117001,51,0,1
6.2705002,51,0,0
5.9288001,51,1,0
6.3740001,51,1,0
5.9731998,51,0,1
5.9225001,51,0,0
6.4418001,51,1,1
4.8884001,51,1,0
6.3395,51,0,0
5.5827999,51,0,0
4.7410998,51,1,0
5.6199002,51,0,1
5.9656,51,0,0
5.3323002,51,0,0
5.0966001,51,1,1
5.1174002,51,0,0
4.9329,51,0,1
5.4506001,51,0,1
5.2407999,51,0,0
4.9559999,51,1,0
5.2627001,51,0,0
4.4143,51,0,0
5.6554999,51,0,1
5.6687002,51,0,0
5.5339999,51,0,0
3.7600999,51,1,1
5.6922998,51,1,1
5.5032001,51,0,0
6.3192,51,0,1
3.7474,51,1,0
6.0741,51,1,0
6.2979002,51,0,0
5.2073002,51,0,0
6.0047998,51,1,0
5.4358001,51,0,0
5.0222998,51,0,0
5.5773001,51,0,0
5.6402001,51,1,0
5.7516999,51,1,0
6.2533002,51,1,0
5.6015,51,0,0
4.8674998,51,0,0
5.7094002,51,0,0
6.0254002,51,0,0
5.2591,51,0,0
5.4544001,51,1,0
5.7516999,51,0,0
5.9955001,51,0,0
5.0901999,51,0,1
5.6374002,51,1,1
4.7693,51,0,0
6.8378,51,0,0
6.1838999,51,1,0
5.5816002,51,0,0
5.3808999,51,1,0
5.7424998,51,1,1
5.2712998,51,0,0
5.1633,51,1,1
4.6185999,51,0,0
5.7925,51,0,0
5.5053,51,0,0
5.9404998,51,1,1
5.3175998,51,1,0
6.1198001,51,1,0
5.3246002,51,0,0
6.0882001,51,0,0
5.4303999,51,0,1
5.5686998,51,0,0
5.3968,51,1,0
5.2474999,51,0,0
4.9306998,51,0,0
6.0475998,51,0,1
5.9025002,51,0,0
6.3306999,51,0,1
6.5218,51,1,1
5.1623001,51,1,0
5.2591,51,0,1
4.7930999,51,1,0
5.2189002,51,1,0
5.3053999,51,0,0
5.4323001,51,0,0
5.9671998,51,1,0
5.8301001,51,1,1
5.5299001,51,0,0
4.8442001,51,0,0
4.8761001,51,1,0
6.0809002,51,0,0
5.7951002,51,0,1
4.8099999,51,0,1
5.5351,51,0,0
6.092,51,0,0
5.1647,51,0,0
5.7181001,51,1,0
6.0144,51,1,0
5.5377002,51,0,1
5.6445999,51,1,1
3.9158001,51,1,0
5.8691001,51,0,0
5.4232001,51,1,0
5.8649998,51,0,0
5.4770002,51,0,0
5.2034998,51,0,1
5.7669001,51,0,0
5.6683002,51,1,0
5.461,51,0,1
5.9417,51,1,1
5.9656,51,1,0
4.3171,51,0,0
5.4408002,51,0,1
5.8916998,51,0,0
5.7551999,51,0,1
5.5479999,51,1,0
5.9190998,51,1,1
5.2623,51,1,1
5.7909002,51,0,0
5.5749998,51,0,0
5.9656,51,0,0
4.2823,51,0,0
5.1536999,51,0,1
5.3614001,51,0,1
5.2409,51,0,0
5.5774999,51,0,0
5.7135,51,0,0
5.6999002,51,1,0
5.2877998,51,0,0
5.4303999,51,0,0
6.4913001,51,1,0
5.5149999,51,1,0
6.8502998,51,0,0
5.4699001,51,1,1
6.1073999,51,0,0
6.0541,51,0,0
4.0643001,51,0,1
5.8916998,51,0,0
5.0855999,51,0,1
3.2260001,51,0,0
5.9693999,51,0,0
5.862,51,0,0
5.5675998,51,0,0
5.4070001,51,0,0
5.5215001,51,1,0
5.5591998,51,0,0
4.8929,51,0,0
6.1829,51,0,0
4.7617002,51,1,0
5.5285001,51,0,0
5.9004002,51,0,0
4.9699001,51,0,1
6.0655999,51,0,0
4.4756999,51,0,0
5.934,51,0,0
4.8747001,51,1,0
5.7291002,51,0,0
5.3968,51,0,1
5.7153001,51,1,1
5.4954,51,1,0
6.0591998,51,0,0
5.7904,51,0,0
4.8522,51,0,0
5.5089002,51,1,0
5.6903,51,0,0
5.7486,51,0,0
5.5458002,51,0,0
6.1538,51,1,0
5.5997,51,0,1
6.0254002,51,0,0
5.987,51,0,0
6.5156999,51,0,1
5.6859002,51,0,0
3.7142999,51,0,0
5.6402001,51,0,0
5.8469,51,1,0
5.0555,51,0,0
5.5074,51,0,0
5.1355,51,0,1
6.1163001,51,1,0
5.7094002,51,0,1
6.4954,51,1,0
5.8562002,51,1,0
5.4822001,51,0,0
5.9717999,51,0,0
5.4303999,51,0,0
6.1794,51,0,0
3.8601999,51,1,1
5.8431001,51,0,0
5.2034998,51,0,1
5.7516999,51,0,0
5.7974,51,0,1
5.5295,51,0,0
5.7897,51,0,0
6.1795998,51,0,0
5.8822999,51,0,0
5.6433001,51,0,0
6.1198001,51,1,0
4.4238,51,0,1
5.0250001,51,0,1
5.9776001,51,0,0
5.3660002,51,0,0
4.6683002,51,0,0
6.1198001,51,0,0
5.4706998,51,0,0
5.5749998,51,1,1
5.5339999,51,0,0
5.7586002,51,0,0
5.1989002,51,0,0
5.8023,51,1,1
5.7596998,51,0,0
5.3455,51,0,0
5.5602002,51,1,0
5.8225002,51,0,0
5.6402001,51,1,1
5.1931,51,0,0
5.6634998,51,0,0
5.7990999,51,0,1
5.0493002,51,0,0
5.4657998,51,0,0
5.8822999,51,1,0
5.0440001,51,0,1
5.1757002,51,1,0
5.5542998,51,1,0
6.2543998,51,0,0
5.5285001,51,0,0
5.6974001,51,1,0
5.2800999,51,1,0
5.2073002,51,1,0
5.8579001,51,0,1
5.6810002,51,0,0
5.4526,51,0,1
4.5762,51,0,0
5.3116999,51,0,0
5.5351,51,0,0
5.7329998,51,1,0
4.8670001,51,0,1
5.4787998,51,1,1
5.0773001,51,0,0
6.2516999,51,1,1
3.9191,51,0,1
5.6939001,51,0,1
5.9517002,51,0,0
5.3323002,51,1,0
6.1753001,51,0,1
6.3617001,51,1,0
6.7072001,51,1,0
5.6546998,51,1,0
5.9521999,51,1,0
5.4548001,51,0,0
6.0647998,51,1,1
6.0293002,51,0,0
5.9310002,51,1,0
5.3614001,51,0,0
4.7775002,51,0,0
5.2915001,51,0,0
5.2136998,51,1,1
6.0872002,51,1,0
5.5816002,51,1,1
5.7424998,51,1,1
5.2472,51,0,0
6.1655998,51,0,0
5.9001002,51,1,0
5.7516999,51,0,0
5.2725,51,1,0
5.9001002,51,0,0
5.5906,51,0,0
6.0545998,51,0,0
4.1919999,51,0,1
6.1578999,51,0,0
4.8283,51,1,0
5.7516999,51,0,0
5.1357999,51,1,0
5.5134001,51,0,0
5.9562998,51,0,1
5.5285001,51,0,0
5.6163998,51,0,0
5.6332002,51,1,1
5.0612998,51,0,0
5.6554999,51,0,0
4.8670001,51,1,0
5.9563999,51,0,0
4.9754,51,0,1
6.0109,51,0,0
4.9754,51,0,0
5.4768,51,0,0
5.3297,51,1,0
5.2069998,51,1,0
5.1090999,51,1,0
6.3192,51,0,0
5.7909002,51,0,0
5.7589998,51,0,0
5.9001002,51,1,0
5.4573998,51,1,0
4.7930999,51,0,1
6.0254002,51,0,1
5.6644001,51,1,0
6.5362,51,0,0
5.5145998,51,0,0
5.9805002,51,0,0
5.5044999,51,1,0
5.8287001,51,0,0
6.2094998,51,1,0
5.6645999,51,1,1
5.3448,51,0,0
6.0581999,51,1,0
5.8578,51,1,1
4.9267998,51,0,0
5.6346998,51,0,0
6.2972002,51,0,1
5.6493001,51,0,0
6.1753998,51,0,0
5.3053999,51,1,0
5.1321998,51,1,1
5.5089002,51,1,0
5.4232001,51,1,1
5.6090002,51,0,1
5.6259999,51,0,0
6.0805001,51,0,0
5.2409,51,0,0
5.4303999,51,0,1
4.5141001,51,0,0
4.6782999,51,0,0
5.9250998,51,0,0
5.3323002,51,0,0
5.7291002,51,0,0
5.4162002,51,0,1
5.0250001,51,1,0
5.5686998,51,1,1
5.3976002,51,0,0
5.3842001,51,1,0
5.0946999,51,0,0
5.6027999,51,1,0
5.8579001,51,0,0
5.1293998,51,1,0
5.7445998,51,0,0
5.5556002,51,0,0
3.7620001,51,0,0
5.4514999,51,0,0
4.2729001,51,0,0
5.6897998,51,1,0
5.5222998,51,1,0
4.73,51,0,0
6.4447999,51,0,0
5.7516999,51,1,0
5.6668,51,0,0
5.8604002,51,0,0
5.7863998,51,0,0
3.9273,51,1,1
5.9563999,51,0,1
3.3768001,51,0,1
5.2761998,51,0,1
5.8287001,51,1,0
5.3715,51,0,0
5.6956,51,0,0
5.0977998,51,0,0
7.0900998,51,1,1
5.3053999,51,0,0
5.5419998,51,0,1
5.8190999,51,0,0
6.1412001,51,0,0
3.8529999,51,0,1
4.9754,51,0,0
5.9001002,51,0,1
4.8857002,51,0,0
5.4726,51,1,0
3.7105999,51,1,1
5.6592002,51,0,1
5.7669001,51,0,0
5.4548001,51,0,0
5.1767001,51,0,1
6.2066002,51,0,0
5.4863,51,0,0
5.7537999,51,1,0
5.8133998,51,1,1
5.494,51,0,0
5.5602002,51,0,0
5.6259999,51,0,0
6.0531001,51,0,1
2.5509,51,0,0
5.9945998,51,0,0
4.3056002,51,0,0
6.1307998,51,0,0
5.5145998,51,0,0
4.901,51,0,0
5.6554999,51,0,1
5.4822001,51,0,0
5.2342,51,0,0
5.5970001,51,0,0
5.7151999,51,1,1
5.2846999,51,0,0
5.9656,51,0,0
5.0177002,51,0,0
4.5676999,51,0,1
6.3471999,51,0,0
5.5816002,51,0,0
5.9812999,51,0,0
6.3130999,51,0,0
4.9267998,51,1,0
5.8526001,51,1,1
5.0493002,51,0,0
5.6090002,51,0,0
5.9245,51,0,0
2.9096,51,0,0
6.0862002,51,0,1
5.1237998,51,0,1
4.7693,51,0,0
6.0458999,51,1,1
6.3930998,51,0,0
5.7593002,51,0,0
5.4808002,51,0,0
5.9984999,51,0,0
4.9277,51,0,0
5.8469,51,0,0
4.6122999,51,0,0
5.5690999,51,0,0
5.5874,51,0,0
5.3845,51,0,0
5.6199002,51,0,0
5.4007001,51,1,0
5.3660002,51,0,1
6.4418001,51,0,0
5.7677002,51,1,1
5.5215001,51,1,0
4.8884001,51,0,0
6.0458999,51,0,0
5.8617001,51,0,0
4.73,51,1,0
6.6802001,51,0,0
5.6668,51,0,0
5.7596998,51,0,0
6.0293002,51,0,1
6.1437001,51,0,0
6.0167999,51,1,0
5.8431001,51,0,0
5.9134998,51,0,0
5.9001002,51,0,0
5.7391,51,1,0
5.6686001,51,0,0
6.4765,51,1,0
5.4452,51,0,0
5.4926,51,0,1
5.8225002,51,0,0
4.2716999,51,1,0
5.1445999,51,0,0
6.079,51,1,0
5.5261002,51,1,0
5.1536999,51,0,0
5.6325002,51,0,0
6.0169001,51,0,0
5.6554999,51,0,0
4.7277002,51,1,1
5.8285999,51,0,0
5.9521999,51,1,0
6.0293002,51,0,0
5.8023,51,0,0
5.4777999,51,0,0
5.5602002,51,0,1
5.5089002,51,1,0
5.7094002,51,0,0
5.2631001,51,0,0
5.296,51,0,0
5.7838001,51,0,0
5.7181001,51,0,0
5.9112,51,0,1
5.6592002,51,0,0
3.9751,51,1,0
4.9754,51,0,0
5.9411998,51,0,0
5.9401999,51,1,0
6.4979,51,1,0
6.1964002,51,0,0
5.8649998,51,0,1
4.9754,51,1,1
5.3968,51,0,0
4.8455,51,0,1
3.9848001,51,0,0
5.4341998,51,1,1
5.8916998,51,1,0
5.3301001,51,0,0
4.8884001,51,0,0
5.3968,51,1,0
5.9668002,51,0,1
5.3323002,51,1,0
5.6392999,51,0,1
4.8262,51,0,1
5.6238999,51,1,1
6.1547999,51,0,0
5.8227,51,0,0
4.9066,51,0,0
4.7103,51,1,1
4.1422,51,0,1
5.7094002,51,0,1
5.7294998,51,0,0
5.3432002,51,1,0
5.5918002,51,0,1
5.1204,51,0,0
6.0293002,51,0,0
5.3710999,51,0,0
4.9253001,51,1,0
6.1206999,51,0,0
5.7516999,51,0,1
5.6128001,51,0,1
5.7669001,51,0,0
5.2426,51,0,1
5.5089002,51,1,0
5.9039998,51,1,0
5.7108998,51,1,0
5.2112999,51,1,0
5.3544002,51,1,0
5.3340998,51,0,1
5.3660002,51,1,1
5.6259999,51,1,0
6.191,51,0,0
4.6567001,51,0,0
5.7181001,51,0,0
5.7108998,51,0,0
6.1964002,51,0,0
5.6668,51,0,0
5.8357,51,0,1
5.2632999,51,0,1
5.1201,51,1,1
5.3843002,51,0,1
4.8670001,51,0,1
4.9713998,51,1,0
4.4531002,51,1,0
6.4418001,51,1,0
5.6683002,51,0,0
5.9521999,51,0,0
4.0999999,51,1,0
5.8502002,51,1,0
5.6683002,51,0,0
5.4631,51,0,0
5.2591,51,1,0
5.6303,51,0,0
5.7108998,51,0,1
5.4201002,51,1,1
5.8965998,51,0,1
5.8965998,51,0,0
5.0493002,51,1,0
5.6128001,51,0,0
6.0181999,51,0,0
5.5770001,51,0,0
5.987,51,0,0
5.2965999,51,0,0
5.8439002,51,0,0
5.5008998,51,0,0
5.3362002,51,0,0
5.7315001,51,1,0
6.1198001,51,0,0
5.1248002,51,1,0
5.7424998,51,1,1
6.4113002,51,0,0
5.3754001,51,0,0
5.7219,51,1,1
5.2378001,51,0,0
5.7181001,51,0,0
5.5773001,51,1,0
5.7863998,51,0,0
5.5351,51,0,0
5.5145998,51,0,0
5.7832999,51,0,0
5.5956001,51,0,0
4.5700998,51,0,0
3.1271,51,0,0
5.5531998,51,0,0
5.3621998,51,1,0
4.8354001,51,0,0
5.7002001,51,0,0
5.9521999,51,1,0
5.0946999,51,0,0
4.9710999,51,0,0
5.2111001,51,0,1
5.3706002,51,1,0
6.9417,51,0,0
3.8766,51,0,1
5.5816002,51,0,0
5.2688999,51,1,1
5.5953002,51,0,0
6.3505001,51,1,1
5.3092999,51,1,1
4.9706001,51,0,0
5.5310998,51,0,0
5.0349998,51,0,0
4.7037001,51,0,1
